CompanyName,symbol,CIK,SIC,Email,NAICS,Sector,Address,Website,Industry,Telephone,Facsimile,Fiscal Year End,Business Description,Market
"Boyuan Construction Group, Inc.",BOY,,"
4012 ",paullaw@zjboyuan.com.cn,Residential Remodelers(236118),Consumer Cyclical,"Number 500 Matang Road, Changshui Street, 	Jing Hui Plaza, Economic Development Zone, 	Jiaxing, , CHN, 314000	",http://www.boyuangroup.com,Homebuilding & Construction,+86 57385581278,+86 57385580288,"
	06/2018","Boyuan Construction Group Inc is a construction company. It is engaged in the construction of residential and commercial buildings, municipal infrastructure and engineering projects in China. The company operates in Zhejiang, Hainan, Shandong, Jiangsu, Jiangxi, Hunan, Shanghai and Tianjin. The projects of the company are building construction, industrial construction, municipal construction, and decoration construction. Its projects include JinTianDi Tower, BanshanbandaoA34 Project, Fuyue Grand Hotel, Bo'ao Asian Bay Hotel-style Apartment and others. The group generates its entire revenue in China.",TSX
Boston Pizza Royalties Income Fund,BPF.UN,,"
9211 ",investorrelations@bostonpizza.com,Full-Service Restaurants(722511),Consumer Cyclical,"10760 Shellbridge Way, 	Suite 100, 	Richmond, BC, CAN, V6X 3H1	",http://www.bpincomefund.com,Restaurants,+1 604 270-1108,+1 604 270-4168,"
	12/2018",Boston Pizza Royalties Income Fund is a limited purpose open-ended trust. It is engaged in the operation and franchising of Boston Pizza restaurants in Canada.The Trust distributes all available cash from operations to the Trust unit holders to the maximum extent possible. The company receives revenue in the form of royalty income.,TSX
Brookfield Office Properties Inc.,BPO.PR.A,1085359,"
7599 ",bpy.enquiries@brookfield.com,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),Real Estate,"181 Bay Street, 	Suite 330, 	Toronto, ON, CAN, M5J 2T3	",http://www.brookfieldproperties.com,Real Estate Services,+1 416 369-2300,+1 416 369-2301,"
	12/2015","Brookfield Office Properties Inc is a real estate investment firm. It acts as owner, operator, and developer of office and multifamily assets. The office property division defines the skylines of dynamic cities around the world, including gateway cities such as New York, London, Berlin, Toronto, and Sydney and the multifamily business owns, develops, renovates and manages approximately 40,000 high-quality rental apartment buildings in supply constrained markets of major cities such as New York and London, as well as high growth markets in the suburban U.S. In addition, it caters to tenants in financial services, government, and energy and resource sectors.",TSX
Brompton Flaherty & Crumrine Investment Grade Preferred ETF,BPRF,,"
",info@bromptongroup.com,,,"Bay Wellington Tower, Brookfield Place, 	181 Bay Street, Suite 2930, P.O. Box 793, 	Toronto, Ontario, Canada, M5J 2T3	",http://www.bromptongroup.com,,416-642-6000,416-642-6001,"
	/",,TSX
Brookfield Property Split Corp.,BPS.PR.A,1085359,"
7599 ",bpy.enquiries@brookfield.com,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),Real Estate,"181 Bay Street, 	Suite 330, 	Toronto, ON, CAN, M5J 2T3	",http://www.brookfieldproperties.com,Real Estate Services,+1 416 369-2300,+1 416 369-2301,"
	12/2015","Brookfield Office Properties Inc is a real estate investment firm. It acts as owner, operator, and developer of office and multifamily assets. The office property division defines the skylines of dynamic cities around the world, including gateway cities such as New York, London, Berlin, Toronto, and Sydney and the multifamily business owns, develops, renovates and manages approximately 40,000 high-quality rental apartment buildings in supply constrained markets of major cities such as New York and London, as well as high growth markets in the suburban U.S. In addition, it caters to tenants in financial services, government, and energy and resource sectors.",TSX
Brookfield Property Partners L.P.,BPY.UN,1545772,"
6799 ",bpy.enquiries@brookfield.com,Other Activities Related to Real Estate(531390),Real Estate,"73 Front Street, 	5th Floor, 	Hamilton, , BMU, HM 12	",https://www.bpy.brookfield.com,Real Estate Services,+1 441 294-3309,+1 441 296-4475,"
	12/2018","Brookfield Property Partners LP owns, operates, and invests in commercial properties in North America, Europe, Australia, and Brazil. The company focuses on being a leading global owner and operator of real estate, providing investors with diversified exposure to some of the most iconic properties and to acquire high-quality assets at a discount to replacement cost or intrinsic value. Its operating segment includes Core Office, Core Retail, LP Investments, and Corporate Segments. The company operates in various sectors such as office sector, retail sector, industrial, multifamily, hospitality, triple net lease, and the corporate sector. It generates a majority of revenue from the LP Investments segment.",TSX
Big Rock Brewery Inc.,BR,887997,"
1131 ",investors@bigrockbeer.com,Breweries(312120),Consumer Defensive,"5555 - 76th Avenue SE, 		Calgary, AB, CAN, T2C 4L8	",https://www.bigrockbeer.com,Beverages - Alcoholic,+1 403 720-4465,+1 403 720-3641,"
	12/2018","Big Rock Brewery Inc is a Canada based producer of premium, all-natural craft beers, and cider. It operates in two segments: the wholesale segment which manufactures and distributes beer and cider to and through, provincial liquor boards which are subsequently sold on to end consumers; and the retail segment, which sells beverages, food, and merchandise to end consumers on premises owned and/or operated by the company. The wholesale segment generates maximum revenue for the company. The product line of the company consists of signature series beer, barrel aged beer, pull tab series beer, seasonal beer, and cider beer among others.",TSX
Brick Brewing Co. Limited,BRB,1115880,"
1131 ",seanb@brickbeer.com,Breweries(312120),Consumer Defensive,"400 Bingemans Centre Drive, 		Kitchener, ON, CAN, N2B 3X9	",http://www.brickbeer.com,Beverages - Alcoholic,+1 519 742-2732,+1 519 742-9874,"
	01/2019","Brick Brewing Co Ltd engages in the production, distribution, and sale of alcohol-based products such as beer and vodka. The company also produces, sells, markets and distributes Seagram Coolers across Canada, including vodka and malt-based coolers as well as ciders. It produces bottles under the Mott's Caesar brand. Its brands include Waterloo Brewing, Landshark, Margaritaville, Laker, and Seagram.",TSX
Brookfield Real Estate Services Inc.,BRE,,"
7599 ",info@brookfieldresinc.com,Lessors of Other Real Estate Property(531190),Real Estate,"39 Wynford Drive, 		Don Mills, ON, CAN, M3C 3K5	",https://www.bridgemarq.com,Real Estate Services,+1 416 510-5605,+1 416 446-0050,"
	12/2018","Brookfield Real Estate Services Inc is a Canada-based real estate services company. Its segment includes providing information and services to real estate agents and brokers in Canada through a portfolio of real estate services brands. It supplies realtors with information, tools, and services to assist them in providing and delivery of real estate sales services. The company's brands include Royal LePage and Via Capitale and Johnston & Danie.",TSX
Brookfield Renewable Power Preferred Equity Inc.,BRF.PR.A,,"
4911 ",zev.korman@brookfield.com,Other Electric Power Generation(221118),Utilities,"181 Bay Street, Brookfield Place, 	Suite 300, P.O. Box 762, 	Toronto, ON, CAN, M5J 2T3	",https://renewableops.brookfield.com,Utilities - Independent Power Producers,+1 416 369-3369,+1 416 365-9642,"
	12/2018","Brookfield Renewable Power Preferred Equity Inc is an asset management company investing in real estate, infrastructure, renewable power, and private equity. The company engages in owning a portfolio of renewable power generating facilities in North America, Colombia, Brazil, Europe, India, and China. It operates in segments including hydroelectric, wind, solar, storage and other. The maximum revenue is generated from the hydroelectric segment in North America region.",TSX
Bri-Chem Corp.,BRY,,"
",ir@brichem.com,Support Activities for Oil and Gas Operations(213112),Energy,"27075 Acheson Road, 		Acheson, AB, CAN, T7X 6B1	",http://www.brichem.com,Oil & Gas - Services,+1 780 962-9490,+1 780 962-9875,"
	12/2018","Bri-Chem Corp supplies drilling fluids for oil and gas industries. The company provides drilling fluid products, cementing, acidizing and stimulation additives from multiple strategically located warehouses throughout Canada and the United States. Its segments are Fluids Distribution Canada, Fluids Distribution USA, Fluids Blending & Packaging Canada, Fluids Blending & Packaging USA, and Other. Majority of its revenue is derived from the distribution of fluids in the United States of America.",TSX
BNS Split Corp. II,BSC,,"
7214 ",,Portfolio Management(523920),Financial Services,"N/A, 		, , Canada, 	",http://www.scotiacapital.com/,Asset Management,,,"
	/",,TSX
Soundvest Split Trust,BSD.PR.A,,"
7299 ",gskinner@brookfieldsoundvest.com,Portfolio Management(523920),Financial Services,"100 Sparks Street, 	9th Floor, 	Ottawa, ON, CAN, K1P 5B7	",http://www.soundvestcapital.com,Asset Management,+1 613 236-7361,+1 613 236-6130,"
	12/2018","Soundvest Split Trust is a Canada based fund. It invests in a diversified portfolio consisting of common and preferred shares of Canadian issuers, income securities, bonds and debentures, income trusts, real estate investment trusts (REITs), Canadian mortgage-backed securities, and cash and cash equivalents. The fund's investment objectives are to provide unitholders with a stable stream of quarterly distributions and maximize long-term total return to unitholders. Geographically, the company operates in Canada region.",TSX
Brookfield Select Opportunities Income Fund,BSO.UN,,"
7299 ",,Miscellaneous Financial Investment Activities(523999),Financial Services,"181 Bay Street, Brookfield Place, 	Suite 300, P.O. Box 762, 	Toronto, ON, CAN, M5J 2T3	",https://www.brookfield.com,Asset Management,+1 855 777-8001,+1 321 377-8236,"
	12/2018",Brookfield Select Opportunities Income Fund is an investment fund. The objectives of the investment fund are to provide the unitholders with quarterly cash distributions; to maximize total return for unitholders through distributions and capital appreciation; to preserve capital. The fund is created to invest in a portfolio comprised of fixed income and equity securities.,TSX
Belo Sun Mining Corp.,BSX,1077296,"
",meaton@belosun.com,Gold Ore Mining(212221),Basic Materials,"65 Queen Street West, 	Suite 815, 8th Floor, PO Box 75, 	Toronto, ON, CAN, M5H 2M5	",http://www.belosun.com,Metals & Mining,+1 416 309-2963,+1 416 861-8165,"
	12/2018","Belo Sun Mining Corp is a Canada-based gold exploration and development company. It is engaged in the exploration and development of properties located in Brazil. The company operates in two geographic areas: Canada and Brazil. It owns and operates Volta Grande Gold project, located in the municipality of Senador Jose Porfirio in northern Brazil and Patrocino gold project, situated in the Para State.",TSX
BTB Real Estate Investment Trust,BTB.DB.E,,"
7222 ",bcyr@btbreit.com,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),Real Estate,"1411, rue Crescent, 	Suite 300, 	Montreal, QC, CAN, H3G 2B3	",https://www.btbreit.com,REITs,+1 514 286-0188,+1 514 286-0011,"
	12/2018","BTB Real Estate Investment Trust is an unincorporated, open-ended real estate investment trust based in Canada. Its operating segment includes retail, office and industrial properties and mixed use. The trust's objective is to maximize total returns to unitholders. Returns include cash distributions and long-term appreciation in the value of units. It generates a majority of its revenue from the Retail and Office Segment.",TSX
